index,recordDate,recordTime,recordEpoch,district,locationName,nearbyPlace,longitude,latitude,elevation,direction,county,route,routeSuffix,postmilePrefix,postmile,alignment,milepost,inService,imageDescription,streamingVideoURL,currentImageUpdateFrequency,currentImageURL,referenceImageUpdateFrequency,referenceImage1UpdateAgoURL,referenceImage2UpdatesAgoURL,referenceImage3UpdatesAgoURL,referenceImage4UpdatesAgoURL,referenceImage5UpdatesAgoURL,referenceImage6UpdatesAgoURL,referenceImage7UpdatesAgoURL,referenceImage8UpdatesAgoURL,referenceImage9UpdatesAgoURL,referenceImage10UpdatesAgoURL,referenceImage11UpdatesAgoURL,referenceImage12UpdatesAgoURL
49,2020-08-26,14:43:29,1598478209,3,"Hwy 65 at Pleasant Grove",Roseville,-121.284268,38.78663,183,Median,Placer,SR-65,,R,7.24,,66.95,true,,https://wzmedia.dot.ca.gov/D3/65_Pleasant_Grove.stream/playlist.m3u8,1,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy65atpleasantgrove/hwy65atpleasantgrove.jpg,15,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy65atpleasantgrove/previous/hwy65atpleasantgrove-1.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy65atpleasantgrove/previous/hwy65atpleasantgrove-2.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy65atpleasantgrove/previous/hwy65atpleasantgrove-3.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy65atpleasantgrove/previous/hwy65atpleasantgrove-4.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy65atpleasantgrove/previous/hwy65atpleasantgrove-5.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy65atpleasantgrove/previous/hwy65atpleasantgrove-6.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy65atpleasantgrove/previous/hwy65atpleasantgrove-7.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy65atpleasantgrove/previous/hwy65atpleasantgrove-8.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy65atpleasantgrove/previous/hwy65atpleasantgrove-9.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy65atpleasantgrove/previous/hwy65atpleasantgrove-10.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy65atpleasantgrove/previous/hwy65atpleasantgrove-11.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy65atpleasantgrove/previous/hwy65atpleasantgrove-12.jpg
50,2020-12-11,14:39:18,1607726358,3,"Hwy 80 at Chiles",Davis,-121.638911,38.563581,29,West,Yolo,I-80,,,5.81,,78,true,,https://wzmedia.dot.ca.gov/D3/80_chiles.stream/playlist.m3u8,1,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atchiles/hwy80atchiles.jpg,15,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atchiles/previous/hwy80atchiles-1.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atchiles/previous/hwy80atchiles-2.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atchiles/previous/hwy80atchiles-3.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atchiles/previous/hwy80atchiles-4.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atchiles/previous/hwy80atchiles-5.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atchiles/previous/hwy80atchiles-6.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atchiles/previous/hwy80atchiles-7.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atchiles/previous/hwy80atchiles-8.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atchiles/previous/hwy80atchiles-9.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atchiles/previous/hwy80atchiles-10.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atchiles/previous/hwy80atchiles-11.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atchiles/previous/hwy80atchiles-12.jpg
51,2020-06-08,19:05:01,1591668301,3,"Hwy 80 at West Capitol","West Sacramento",-121.581819,38.573915,13,West,Yolo,I-80,,,8.94,,81.12,true,,https://wzmedia.dot.ca.gov/D3/80_West_Capitol.stream/playlist.m3u8,1,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atwestcapitol/hwy80atwestcapitol.jpg,15,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atwestcapitol/previous/hwy80atwestcapitol-1.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atwestcapitol/previous/hwy80atwestcapitol-2.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atwestcapitol/previous/hwy80atwestcapitol-3.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atwestcapitol/previous/hwy80atwestcapitol-4.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atwestcapitol/previous/hwy80atwestcapitol-5.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atwestcapitol/previous/hwy80atwestcapitol-6.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atwestcapitol/previous/hwy80atwestcapitol-7.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atwestcapitol/previous/hwy80atwestcapitol-8.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atwestcapitol/previous/hwy80atwestcapitol-9.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atwestcapitol/previous/hwy80atwestcapitol-10.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atwestcapitol/previous/hwy80atwestcapitol-11.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atwestcapitol/previous/hwy80atwestcapitol-12.jpg
52,2020-10-02,13:53:48,1601672028,3,"Hwy 80 at Bryte Bend",Sacramento,-121.544722,38.602967,19,Median,Sacramento,I-80,,M,0.36,,84.26,true,,https://wzmedia.dot.ca.gov/D3/80_Bryte_Bend.stream/playlist.m3u8,1,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atbrytebend/hwy80atbrytebend.jpg,15,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atbrytebend/previous/hwy80atbrytebend-1.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atbrytebend/previous/hwy80atbrytebend-2.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atbrytebend/previous/hwy80atbrytebend-3.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atbrytebend/previous/hwy80atbrytebend-4.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atbrytebend/previous/hwy80atbrytebend-5.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atbrytebend/previous/hwy80atbrytebend-6.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atbrytebend/previous/hwy80atbrytebend-7.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atbrytebend/previous/hwy80atbrytebend-8.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atbrytebend/previous/hwy80atbrytebend-9.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atbrytebend/previous/hwy80atbrytebend-10.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atbrytebend/previous/hwy80atbrytebend-11.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atbrytebend/previous/hwy80atbrytebend-12.jpg
53,2020-06-14,15:54:56,1592175296,3,"Hwy 80 at Truxel",Sacramento,-121.50092,38.634014,16,West,Sacramento,I-80,,M,3.63,,87.53,true,,https://wzmedia.dot.ca.gov/D3/80_truxel.stream/playlist.m3u8,1,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80attruxel/hwy80attruxel.jpg,15,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80attruxel/previous/hwy80attruxel-1.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80attruxel/previous/hwy80attruxel-2.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80attruxel/previous/hwy80attruxel-3.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80attruxel/previous/hwy80attruxel-4.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80attruxel/previous/hwy80attruxel-5.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80attruxel/previous/hwy80attruxel-6.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80attruxel/previous/hwy80attruxel-7.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80attruxel/previous/hwy80attruxel-8.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80attruxel/previous/hwy80attruxel-9.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80attruxel/previous/hwy80attruxel-10.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80attruxel/previous/hwy80attruxel-11.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80attruxel/previous/hwy80attruxel-12.jpg
54,2020-10-10,09:07:12,1602346032,3,"Hwy 80 at Northgate",Sacramento,-121.477883,38.640657,22,Median,Sacramento,I-80,,M,4.96,,88.86,true,,https://wzmedia.dot.ca.gov/D3/80_northgate.stream/playlist.m3u8,1,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atnorthgate/hwy80atnorthgate.jpg,15,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atnorthgate/previous/hwy80atnorthgate-1.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atnorthgate/previous/hwy80atnorthgate-2.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atnorthgate/previous/hwy80atnorthgate-3.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atnorthgate/previous/hwy80atnorthgate-4.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atnorthgate/previous/hwy80atnorthgate-5.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atnorthgate/previous/hwy80atnorthgate-6.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atnorthgate/previous/hwy80atnorthgate-7.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atnorthgate/previous/hwy80atnorthgate-8.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atnorthgate/previous/hwy80atnorthgate-9.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atnorthgate/previous/hwy80atnorthgate-10.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atnorthgate/previous/hwy80atnorthgate-11.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atnorthgate/previous/hwy80atnorthgate-12.jpg
55,2020-09-27,03:19:11,1601201951,3,"Hwy 80 at Norwood",Sacramento,-121.457075,38.641702,29,West,Sacramento,I-80,,M,6.11,,90.01,true,,https://wzmedia.dot.ca.gov/D3/80_norwood.stream/playlist.m3u8,1,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atnorwood/hwy80atnorwood.jpg,15,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atnorwood/previous/hwy80atnorwood-1.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atnorwood/previous/hwy80atnorwood-2.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atnorwood/previous/hwy80atnorwood-3.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atnorwood/previous/hwy80atnorwood-4.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atnorwood/previous/hwy80atnorwood-5.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atnorwood/previous/hwy80atnorwood-6.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atnorwood/previous/hwy80atnorwood-7.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atnorwood/previous/hwy80atnorwood-8.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atnorwood/previous/hwy80atnorwood-9.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atnorwood/previous/hwy80atnorwood-10.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atnorwood/previous/hwy80atnorwood-11.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atnorwood/previous/hwy80atnorwood-12.jpg
56,2020-12-26,02:58:11,1608980291,3,"Hwy 80 at Raley",Sacramento,-121.429317,38.643198,45,West,Sacramento,I-80,,M,7.62,,91.53,true,,https://wzmedia.dot.ca.gov/D3/80_raley.stream/playlist.m3u8,1,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atraley/hwy80atraley.jpg,15,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atraley/previous/hwy80atraley-1.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atraley/previous/hwy80atraley-2.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atraley/previous/hwy80atraley-3.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atraley/previous/hwy80atraley-4.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atraley/previous/hwy80atraley-5.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atraley/previous/hwy80atraley-6.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atraley/previous/hwy80atraley-7.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atraley/previous/hwy80atraley-8.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atraley/previous/hwy80atraley-9.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atraley/previous/hwy80atraley-10.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atraley/previous/hwy80atraley-11.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atraley/previous/hwy80atraley-12.jpg
58,2020-11-24,15:56:01,1606262161,3,"Hwy 80 at Split","North Highlands",-121.367565,38.654136,88,Median,Sacramento,I-80,,,11.87,,95.37,true,,https://wzmedia.dot.ca.gov/D3/80_split.stream/playlist.m3u8,1,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atsplit/hwy80atsplit.jpg,15,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atsplit/previous/hwy80atsplit-1.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atsplit/previous/hwy80atsplit-2.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atsplit/previous/hwy80atsplit-3.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atsplit/previous/hwy80atsplit-4.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atsplit/previous/hwy80atsplit-5.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atsplit/previous/hwy80atsplit-6.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atsplit/previous/hwy80atsplit-7.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atsplit/previous/hwy80atsplit-8.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atsplit/previous/hwy80atsplit-9.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atsplit/previous/hwy80atsplit-10.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atsplit/previous/hwy80atsplit-11.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atsplit/previous/hwy80atsplit-12.jpg
59,2019-10-23,08:36:53,1571845013,3,"Hwy 80 at Foothill POC",Sacramento,-121.34523,38.674807,131,Median,Sacramento,I-80,,,13.72,,97.22,false,,https://wzmedia.dot.ca.gov/D3/80_foothill.stream/playlist.m3u8,1,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atfoothillpoc/hwy80atfoothillpoc.jpg,15,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atfoothillpoc/previous/hwy80atfoothillpoc-1.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atfoothillpoc/previous/hwy80atfoothillpoc-2.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atfoothillpoc/previous/hwy80atfoothillpoc-3.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atfoothillpoc/previous/hwy80atfoothillpoc-4.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atfoothillpoc/previous/hwy80atfoothillpoc-5.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atfoothillpoc/previous/hwy80atfoothillpoc-6.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atfoothillpoc/previous/hwy80atfoothillpoc-7.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atfoothillpoc/previous/hwy80atfoothillpoc-8.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atfoothillpoc/previous/hwy80atfoothillpoc-9.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atfoothillpoc/previous/hwy80atfoothillpoc-10.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atfoothillpoc/previous/hwy80atfoothillpoc-11.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atfoothillpoc/previous/hwy80atfoothillpoc-12.jpg
60,2020-12-16,22:53:25,1608188005,3,"Hwy 80 at Greenback",Sacramento,-121.336574,38.682718,147,Median,Sacramento,I-80,,,14.44,,97.94,true,,https://wzmedia.dot.ca.gov/D3/80_greenback.stream/playlist.m3u8,1,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atgreenback/hwy80atgreenback.jpg,15,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atgreenback/previous/hwy80atgreenback-1.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atgreenback/previous/hwy80atgreenback-2.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atgreenback/previous/hwy80atgreenback-3.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atgreenback/previous/hwy80atgreenback-4.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atgreenback/previous/hwy80atgreenback-5.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atgreenback/previous/hwy80atgreenback-6.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atgreenback/previous/hwy80atgreenback-7.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atgreenback/previous/hwy80atgreenback-8.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atgreenback/previous/hwy80atgreenback-9.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atgreenback/previous/hwy80atgreenback-10.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atgreenback/previous/hwy80atgreenback-11.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atgreenback/previous/hwy80atgreenback-12.jpg
61,2020-06-09,08:08:12,1591715292,3,"Hwy 80 at Antelope","Citrus Heights",-121.310319,38.707251,164,West,Sacramento,I-80,,,16.66,,100.16,true,,https://wzmedia.dot.ca.gov/D3/80_antelope.stream/playlist.m3u8,1,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atantelope/hwy80atantelope.jpg,15,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atantelope/previous/hwy80atantelope-1.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atantelope/previous/hwy80atantelope-2.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atantelope/previous/hwy80atantelope-3.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atantelope/previous/hwy80atantelope-4.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atantelope/previous/hwy80atantelope-5.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atantelope/previous/hwy80atantelope-6.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atantelope/previous/hwy80atantelope-7.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atantelope/previous/hwy80atantelope-8.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atantelope/previous/hwy80atantelope-9.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atantelope/previous/hwy80atantelope-10.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atantelope/previous/hwy80atantelope-11.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atantelope/previous/hwy80atantelope-12.jpg
63,2021-01-04,16:54:11,1609808051,3,"Hwy 80 at Darling",Roseville,-121.278563,38.735825,154,West,Placer,I-80,,,1.29,,102.79,true,,https://wzmedia.dot.ca.gov/D3/80_darling.stream/playlist.m3u8,1,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atdarling/hwy80atdarling.jpg,15,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atdarling/previous/hwy80atdarling-1.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atdarling/previous/hwy80atdarling-2.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atdarling/previous/hwy80atdarling-3.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atdarling/previous/hwy80atdarling-4.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atdarling/previous/hwy80atdarling-5.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atdarling/previous/hwy80atdarling-6.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atdarling/previous/hwy80atdarling-7.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atdarling/previous/hwy80atdarling-8.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atdarling/previous/hwy80atdarling-9.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atdarling/previous/hwy80atdarling-10.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atdarling/previous/hwy80atdarling-11.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atdarling/previous/hwy80atdarling-12.jpg
65,2020-08-10,12:36:51,1597088211,3,"Hwy 80 at Applegate",Applegate,-120.993299,39.003707,2040,West,Placer,I-80,,,25.86,,127.29,true,,https://wzmedia.dot.ca.gov/D3/80_applegate.stream/playlist.m3u8,1,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atapplegate/hwy80atapplegate.jpg,15,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atapplegate/previous/hwy80atapplegate-1.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atapplegate/previous/hwy80atapplegate-2.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atapplegate/previous/hwy80atapplegate-3.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atapplegate/previous/hwy80atapplegate-4.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atapplegate/previous/hwy80atapplegate-5.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atapplegate/previous/hwy80atapplegate-6.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atapplegate/previous/hwy80atapplegate-7.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atapplegate/previous/hwy80atapplegate-8.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atapplegate/previous/hwy80atapplegate-9.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atapplegate/previous/hwy80atapplegate-10.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atapplegate/previous/hwy80atapplegate-11.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atapplegate/previous/hwy80atapplegate-12.jpg
66,2020-10-05,11:53:13,1601923993,3,"Hwy 80 at Colfax",Colfax,-120.949353,39.095665,2414,East,Placer,I-80,,,33.13,,134.61,true,,https://wzmedia.dot.ca.gov/D3/80_colfax.stream/playlist.m3u8,1,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atcolfax/hwy80atcolfax.jpg,15,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atcolfax/previous/hwy80atcolfax-1.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atcolfax/previous/hwy80atcolfax-2.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atcolfax/previous/hwy80atcolfax-3.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atcolfax/previous/hwy80atcolfax-4.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atcolfax/previous/hwy80atcolfax-5.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atcolfax/previous/hwy80atcolfax-6.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atcolfax/previous/hwy80atcolfax-7.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atcolfax/previous/hwy80atcolfax-8.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atcolfax/previous/hwy80atcolfax-9.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atcolfax/previous/hwy80atcolfax-10.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atcolfax/previous/hwy80atcolfax-11.jpg,https://cwwp2.dot.ca.gov/data/d3/cctv/image/hwy80atcolfax/previous/hwy80atcolfax-12.jpg
